[11-Sep-2011 22:38:12]  <Gendo> GET LEADY!  
[12-Sep-2011 00:36:04]  <JackMackerel> (( Jack's already insane. :V ))
[12-Sep-2011 00:36:04]  <Loki_Weyland> $ Motoko: Have you played Eternal Darkness?
[12-Sep-2011 00:36:05]  <Osip_Zhgun[Barcode]> [Lmk when it's my turn]
[12-Sep-2011 00:36:19]  <Gendo> Loki_Weyland: To do damage, you need to neutralize the AT field.  IIRC, you gotta make a spread, blah blah blah stuf.
[12-Sep-2011 00:36:32]  <Loki_Weyland> $ Ah. Well, I still got its attention.
[12-Sep-2011 00:36:35]  <Motoko> 14Loki_Weyland: The video game? But I don't get to make up the effects of insanity...
[12-Sep-2011 00:36:41]  <Loki_Weyland> $ True.
[12-Sep-2011 00:36:45]  <JackMackerel> (Okay, Angel turn, then me~)
[12-Sep-2011 00:36:50]  * Lou starts muttering indecipherably
[12-Sep-2011 00:37:52]  <Gendo> Okay.
[12-Sep-2011 00:38:36]  <Osip_Zhgun[Barcode]> [***I'm gonna keep track of my ammo under my name in the doc. a clip size of 30 minus 6 shots means I'm at 24. I suppose I'll lose another 6 if I'm still playing Vietnam after my second turn***]
[12-Sep-2011 00:38:36]  <Gendo> Gotta look up all this AT field shit.
[12-Sep-2011 00:38:48]  <Gendo> Except, oh wait, you guys didn't get a chance to initiate your spreads!
[12-Sep-2011 00:38:48]  <Osip_Zhgun[Barcode]> [Sure. Just gonna add this to your doc]
[12-Sep-2011 00:38:54]  *** Madoka <~chatzilla@S0106002191d86b2c.no.shawcable.net> has quit IRC (Quit: ChatZilla 0.9.86 [Firefox 3.6.15/20110303024726])
[12-Sep-2011 00:39:09]  <Lou> [Like I said, it takes a full round to set up a spread.]
[12-Sep-2011 00:39:43]  <Gendo> Loki_Weyland: You feel the Angel shift its focus to you, even if its not visibly apparent.
[12-Sep-2011 00:39:58]  <Gendo> The air around the angel begins to shimmer, as it prepares its blast of energy.
[12-Sep-2011 00:40:02]  <Loki_Weyland> Good, I pissed it off!
[12-Sep-2011 00:40:14]  <Gendo> [gotta look this up now.  I hate learning new combat systems]
[12-Sep-2011 00:40:49]  <Cassie> "Fuck you zombie staring contest..."
[12-Sep-2011 00:41:03]  <Osip_Zhgun[Barcode]> [Given that I'm depressed atm do you care if we retcon the laughing as crying, mister Ikari?]
[12-Sep-2011 00:41:15]  <Loki_Weyland> $ That's what I said.
[12-Sep-2011 00:41:18]  <Gendo> Osip_Zhgun[Barcode]: Sure.
[12-Sep-2011 00:41:26]  <Osip_Zhgun[Barcode]> [Arright. And yeah, sorry. Meant to cite Jbridge]
[12-Sep-2011 00:41:39]  <Osip_Zhgun[Barcode]> [should have cited*]
[12-Sep-2011 00:41:54]  <Motoko> 14Oh, I was supposed to add 1 to my agility bonus. Whoops. Doesn't really matter, though, I'd have only tied Cassie anyway
[12-Sep-2011 00:42:07]  <Gendo> [Can someone help me look up how making an attack works?]
[12-Sep-2011 00:42:27]  *** Madoka <~chatzilla@S0106002191d86b2c.no.shawcable.net> has joined #MadokaMadness
[12-Sep-2011 00:43:15]  <Lou> [Pretty sure it's just "make a WS check"]
[12-Sep-2011 00:43:20]  <Osip_Zhgun[Barcode]> [opening my PDF]
[12-Sep-2011 00:43:27]  <Lou> [for something basic like FIRIN MAH LASER, anyway]
[12-Sep-2011 00:43:41]  <Osip_Zhgun[Barcode]> [pg 194]
[12-Sep-2011 00:43:49]  <Osip_Zhgun[Barcode]> [WS is for melee, BS is for guns]
[12-Sep-2011 00:43:56]  <Motoko> 14... *and* I'm supposed to start off with 1d5+5 insanity points thanks to my drawback, gah
[12-Sep-2011 00:44:14]  <Lou> [whatever]
[12-Sep-2011 00:44:19]  <Gendo> The Angel would use BS for a ranged AT power, right?
[12-Sep-2011 00:44:22]  <Osip_Zhgun[Barcode]> [Yeah.]
[12-Sep-2011 00:45:07]  <Osip_Zhgun[Barcode]> [1. test WS or BS. 2. If hit: determine hit location, as per chart on page. 3. If hit, Use weapon's damage listing for damage (note Righteous Fury rules - stacking criticals or wahtever they're called). 4. Apply damage as per rules listed. Etc.)
[12-Sep-2011 00:45:09]  <Osip_Zhgun[Barcode]> ]
[12-Sep-2011 00:45:22]  <Gendo> Loki_Weyland: The energy burst begins to form right under your feet.  You have a split second to attempt to dodge the brunt of it.  Make an agility check.
[12-Sep-2011 00:45:32]  <Loki_Weyland> !roll d100
[12-Sep-2011 00:45:33]  <GameServ> 11 == 11
[12-Sep-2011 00:45:43]  <Loki_Weyland> $ 14, then?
[12-Sep-2011 00:45:53]  <Lou> [it depends on the AT power, actually, but there's a BS for most shooty powers, it looks like]
[12-Sep-2011 00:46:10]  <Loki_Weyland> $ My Agility's 30.
[12-Sep-2011 00:46:16]  <Loki_Weyland> $ So I pass the check.
[12-Sep-2011 00:46:43]  <Gendo> Loki_Weyland: You manage to jump to the side just in time, but you still absorb a energy from the attack. 
[12-Sep-2011 00:46:56]  <Loki_Weyland> $ "A energy"?
[12-Sep-2011 00:47:05]  <Gendo> shuddup.
[12-Sep-2011 00:47:12]  <Gendo> Now I gotta figure out how to apply damage....
[12-Sep-2011 00:47:13]  <Loki_Weyland> $ Heh.
[12-Sep-2011 00:47:45]  <Osip_Zhgun[Barcode]> [damage - TB - armor points]
[12-Sep-2011 00:47:55]  <Osip_Zhgun[Barcode]> [@gendo]
[12-Sep-2011 00:48:08]  <Loki_Weyland> $ My Toughness is 29, so 2.
[12-Sep-2011 00:48:12]  <Gendo> Osip_Zhgun[Barcode]: So, I rolled 5 points of damage ot the head.
[12-Sep-2011 00:48:27]  <Gendo> So that'd be.... 1 point after TB and AP.
[12-Sep-2011 00:48:42]  <Gendo> Alright.  I think I've got the hang of this now.
[12-Sep-2011 00:48:44]  <Loki_Weyland> $ Wait- my agility's effectively 25. Shouldn't matter much for that roll.
[12-Sep-2011 00:49:08]  <Osip_Zhgun[Barcode]> [Sounds like it.]
[12-Sep-2011 00:49:12]  <Gendo> Osip, you also see a blast forming underneath you.
[12-Sep-2011 00:49:19]  <Gendo> Roll to dodge.
[12-Sep-2011 00:49:36]  <Loki_Weyland> $ I have Heavy Armor, so my TB is +1, and my Ag is -5.
[12-Sep-2011 00:49:47]  <Osip_Zhgun[Barcode]> !roll 1d100
[12-Sep-2011 00:49:47]  <GameServ> 67 == 67
[12-Sep-2011 00:49:52]  <Osip_Zhgun[Barcode]> [whooooooooooooooooooooo]
[12-Sep-2011 00:50:06]  <Osip_Zhgun[Barcode]> [one sec]
[12-Sep-2011 00:50:13]  <Gendo> That's a fail.
[12-Sep-2011 00:50:30]  <Osip_Zhgun[Barcode]> [I was going to say, then is it roll MINUS our bonus?]
[12-Sep-2011 00:50:36]  <JackMackerel> GameServ, stop being a dickbag.
[12-Sep-2011 00:50:39]  <Osip_Zhgun[Barcode]> [in that case, 67 − 4 (since my Ag is 40) = 63]
[12-Sep-2011 00:50:45]  <Gendo> Still a fail.
[12-Sep-2011 00:50:52]  <Osip_Zhgun[Barcode]> [Of course. :P But just wondering.]
[12-Sep-2011 00:51:08]  <Gendo> A cross shaped blast of energy forms directly under the body of the TRIDENT.
[12-Sep-2011 00:51:11]  <Lou> [Why is everybody complaining about gameserv]
[12-Sep-2011 00:51:13]  <Gendo> Direct hit.
[12-Sep-2011 00:51:20]  <Motoko> 14Osip_Zhgun[Barcode]: Technically I think it's that your stat is increased by your bonus, but that only matters at the margins, I think
[12-Sep-2011 00:51:39]  <Gendo> Body of the trident takes 11 points of damage (this is after I factored in AP and TB)
[12-Sep-2011 00:51:41]  <Motoko> 14Lou: Because they're getting screwed by it, presumably.
[12-Sep-2011 00:51:45]  <Osip_Zhgun[Barcode]> [holy shit]
[12-Sep-2011 00:51:56]  <Lou> [I'm sorry, which one of us managed to get the worst possible roll?]
[12-Sep-2011 00:52:11]  <Motoko> 14Lou, you don't matter. Shush.
[12-Sep-2011 00:52:18]  <Lou> [;_;]
[12-Sep-2011 00:52:19]  <Gendo> JackMackerel: Your turn now.
[12-Sep-2011 00:52:19]  <Loki_Weyland> (17:30:49) Lou: !roll d100
[12-Sep-2011 00:52:19]  <Loki_Weyland> (17:30:49) GameServ: 100 == 100
[12-Sep-2011 00:52:19]  <Loki_Weyland> (17:30:53) Lou: [oh fuck]
[12-Sep-2011 00:52:22]  <Osip_Zhgun[Barcode]> [According to the Machien trait, I'm done, then. I have 10 body wounds, 11 means 1 goes…somewhere else, hopefully not to kill me]
[12-Sep-2011 00:52:35]  <Lou> [._.]
[12-Sep-2011 00:52:38]  <Osip_Zhgun[Barcode]> [actually could I roll a drama point or whatever? otherwise I'm probably dead due to a TAC]
[12-Sep-2011 00:52:44]  <Gendo> [And yeah, I think I've got the combat system figured out".
[12-Sep-2011 00:52:54]  <Gendo> Osip_Zhgun[Barcode]: I believe it goes to critical damage.
[12-Sep-2011 00:52:55]  <Osip_Zhgun[Barcode]> [Through Armour Critical]
[12-Sep-2011 00:53:04]  <JackMackerel> !roll 1d100
[12-Sep-2011 00:53:04]  <GameServ> 16 == 16
[12-Sep-2011 00:53:06]  <Osip_Zhgun[Barcode]> [Oh. Well I mean, check the TRIDENT page. one sec]
[12-Sep-2011 00:53:07]  <JackMackerel> WOO
[12-Sep-2011 00:53:19]  <Osip_Zhgun[Barcode]> «*Machine: The T-RIDEN-T Land Cruiser has no core, and once its head or body is reduced to 0 wounds it is defeated. Any limb reduced to 0 wounds is crippled beyond use or destroyed.»
[12-Sep-2011 00:53:31]  <Motoko> 14(five minutes ago) Osip, there's something underneath your -
[12-Sep-2011 00:53:35]  <Osip_Zhgun[Barcode]> [lol]
[12-Sep-2011 00:53:37]  <Gendo> Yeah, you're down for the count,  I think.
[12-Sep-2011 00:53:47]  <JackMackerel> (Ouch, one hit kill.)
[12-Sep-2011 00:53:51]  <Osip_Zhgun[Barcode]> [Well. Could I roll a Fate Point insteda of taking all 11 points, or is this like, d100]
[12-Sep-2011 00:53:58]  <Gendo> Your PC survives, because I'm nice.
[12-Sep-2011 00:54:10]  <Gendo> Oh, yeah, you can totally spend a fate point.
[12-Sep-2011 00:54:25]  <Lou> [to just salvage the machine, hopefully...]
[12-Sep-2011 00:54:27]  <Osip_Zhgun[Barcode]> [am I allowed to know what the angel's damage is like, or am I going to risk getting 96 poitns of damage instead]
[12-Sep-2011 00:54:36]  <Gendo> Explain?
[12-Sep-2011 00:54:37]  <Osip_Zhgun[Barcode]> [or is this fate point just to eject or etc. etc.
[12-Sep-2011 00:54:37]  <Osip_Zhgun[Barcode]> ]
[12-Sep-2011 00:54:47]  <Gendo> Oh.
[12-Sep-2011 00:54:50]  <Gendo> Lemme go check.
[12-Sep-2011 00:55:26]  <Osip_Zhgun[Barcode]> [Well, I can use a fate point to reroll something, or burn one (reducing my total points per session) to survive something that'll kill me. But yeah, go ahead]
[12-Sep-2011 00:55:32]  <Motoko> 14I think I'm going to retcon my lack of reaction to "Motoko thinks we're still in a simulation, so she's not going totally insane yet."
[12-Sep-2011 00:55:37]  <Gendo> Osip_Zhgun[Barcode]: Because we're still learning the system, I'll let you spend the Fate Point instead of burning it, to reroll the dodge.
[12-Sep-2011 00:55:46]  <Lou> [Hoho, Fun.]
[12-Sep-2011 00:55:50]  <Osip_Zhgun[Barcode]> [here we go u_u]
[12-Sep-2011 00:55:58]  <Osip_Zhgun[Barcode]> !roll 1d100
[12-Sep-2011 00:55:58]  <GameServ> 21 == 21
[12-Sep-2011 00:56:04]  <Lou> [What, that's too reasonable.]
[12-Sep-2011 00:56:05]  <Osip_Zhgun[Barcode]> [*huge sigh of relief*]
[12-Sep-2011 00:56:21]  <Gendo> The Trident dodges the majority of the blast.
[12-Sep-2011 00:56:33]  <Gendo> And I dropped my dice >.>
[12-Sep-2011 00:56:44]  * Osip_Zhgun[Barcode] manages to react fast enough through his psychosis to dodge the explosion.
[12-Sep-2011 00:56:50]  <Osip_Zhgun[Barcode]> dodge most of*
[12-Sep-2011 00:56:50]  <JackMackerel> (:<?)
[12-Sep-2011 00:57:08]  * Motoko has a momentary vision of the T-RIDEN-T getting completely incinerated by the beam, before realizing Osip has only taken minor injuries
[12-Sep-2011 00:57:08]  <Gendo> Osip_Zhgun[Barcode]: 2 points of damage to the body.
[12-Sep-2011 00:57:11]  <Gendo> Much more reasonable.
[12-Sep-2011 00:57:38]  <Gendo> JackMackerel: You're up.
[12-Sep-2011 00:57:41]  <Gendo> Fear test!
[12-Sep-2011 00:57:53]  <JackMackerel> (I alredy rolled. >:|)
[12-Sep-2011 00:58:03]  <Gendo> JackMackerel: What'd you get.  I didn't see.
[12-Sep-2011 00:58:13]  <Motoko> 14Gendo: 16.
[12-Sep-2011 00:58:19]  <JackMackerel> (
[12-Sep-2011 00:58:19]  <JackMackerel> <JackMackerel> !roll 1d100
[12-Sep-2011 00:58:19]  <JackMackerel> <GameServ> 16 == 16)
[12-Sep-2011 00:58:19]  <Gendo> That's a pass.
[12-Sep-2011 00:58:21]  <Osip_Zhgun[Barcode]> [***@Gendo: I'm leaving notes in the Chat for your initiative order googledoc. Unless you're tracking this on your own in which case I'll remove the clutter***]
[12-Sep-2011 00:58:23]  <Gendo> Do what you wish.
[12-Sep-2011 00:58:33]  <Gendo> Osip_Zhgun[Barcode]: Please do.
[12-Sep-2011 00:58:38]  <Gendo> Keep track, I mean.
[12-Sep-2011 00:58:53]  <Osip_Zhgun[Barcode]> [***Got it. Well, they're in that doc, and I list when they were updated in the "comments".
[12-Sep-2011 00:58:53]  <Motoko> 14Osip_Zhgun[Barcode], there's a field on the Eva sheet for wounds. I put a "2" under "current body wounds".
[12-Sep-2011 00:58:55]  <Osip_Zhgun[Barcode]> ***]
[12-Sep-2011 00:59:09]  <Osip_Zhgun[Barcode]> [Motoko: Ah. Wlel, I'll do it on both ends then]
[12-Sep-2011 00:59:17]  <Osip_Zhgun[Barcode]> [just in case]
[12-Sep-2011 00:59:22]  <JackMackerel> "RIP AND TEAR!" Jaqueline's EVA sprints straight towards the Angel. Hopefully, if she stabs it quickly enough, it'll snap Cassie out of her stare...
[12-Sep-2011 00:59:46]  <Motoko> 14Osip_Zhgun[Barcode]: And I believe "Rld" next to "Clip" means "ammunition left until reload," so you can put "24" there.
[12-Sep-2011 01:00:12]  <Loki_Weyland> $ Is it OK if I replace "Clip" with "Mag"? I'm a stickler for terminology.
[12-Sep-2011 01:00:12]  <Gendo> JackMackerel: Once again, to do anything to the Angel other than annoy it, you need to activate you spread, which would use up this round.
[12-Sep-2011 01:00:26]  <Osip_Zhgun[Barcode]> [oh Gendo, for further reference: my Blast Shield Increases AP on body and head by 2. I'm gonna comment in that my body/head AP WITHOUT this shield are 6 and 3, respectively]
[12-Sep-2011 01:00:32]  <JackMackerel> (Actually, I should have Jackie mutter to herself in unnessecery expodump, like Mari. :D Also, she's just running toward it.)
[12-Sep-2011 01:00:34]  <Osip_Zhgun[Barcode]> [Loki_Weyland - go ahead]
[12-Sep-2011 01:00:51]  <Gendo> Osip_Zhgun[Barcode]: In which case, you would have taken 0 damage from the blast.
[12-Sep-2011 01:01:11]  <Osip_Zhgun[Barcode]> [Shall I make it so, then?]
[12-Sep-2011 01:01:18]  <JackMackerel> (Wait, do I need to roll anything to get in range to the Angel?)
[12-Sep-2011 01:01:19]  <Gendo> Osip_Zhgun[Barcode]: Yup.  
[12-Sep-2011 01:01:23]  <Gendo> JackMackerel: No.
[12-Sep-2011 01:01:38]  <Gendo> I'm really generous with movement, especially without visual representation and such.
[12-Sep-2011 01:01:41]  <JackMackerel> (Okay, activate the spread thingy.)
[12-Sep-2011 01:01:47]  <Gendo> Sure.  I'
[12-Sep-2011 01:01:56]  <Gendo> I'll let you move and do that, because this is taking forever.
[12-Sep-2011 01:02:02]  <JackMackerel> (:V)
[12-Sep-2011 01:02:03]  <Gendo> New initiative!
[12-Sep-2011 01:02:12]  <Loki_Weyland> !roll d100
[12-Sep-2011 01:02:12]  <GameServ> 85 == 85
[12-Sep-2011 01:02:16]  <JackMackerel> !roll 1d100
[12-Sep-2011 01:02:16]  <GameServ> 14 == 14
[12-Sep-2011 01:02:16]  <Loki_Weyland> $ Ouch.
[12-Sep-2011 01:02:19]  <Gendo> [This should go faster, now that I know what I"m doing]
[12-Sep-2011 01:02:23]  <JackMackerel> (( FUCK YEAR. ))
[12-Sep-2011 01:02:29]  <Gendo> Initiatives are 1d10, remember!
[12-Sep-2011 01:02:30]  <Motoko> !roll d100
[12-Sep-2011 01:02:30]  <GameServ> 34 == 34
[12-Sep-2011 01:02:34]  <Osip_Zhgun[Barcode]> !roll 1d100
[12-Sep-2011 01:02:34]  <GameServ> 72 == 72
[12-Sep-2011 01:02:37]  <Motoko> Oh, sorry.
[12-Sep-2011 01:02:37]  <Lou> [new initiative/  what?]
[12-Sep-2011 01:02:41]  <Osip_Zhgun[Barcode]> [oh shit]
[12-Sep-2011 01:02:45]  <Osip_Zhgun[Barcode]> !roll 1d10
[12-Sep-2011 01:02:45]  <GameServ> 9 == 9
[12-Sep-2011 01:02:46]  <Gendo> Lou: New initiative each round.
[12-Sep-2011 01:02:46]  <Motoko> 14!roll d10+[AP]
[12-Sep-2011 01:02:46]  <JackMackerel> (>:|)
[12-Sep-2011 01:02:49]  <Loki_Weyland> $ Wait- shit. How do we calculate this again?
[12-Sep-2011 01:02:51]  <Loki_Weyland> !roll d10
[12-Sep-2011 01:02:51]  <GameServ> 10 == 10
[12-Sep-2011 01:02:54]  <JackMackerel> !roll d10
[12-Sep-2011 01:02:54]  <GameServ> 6 == 6
[12-Sep-2011 01:02:54]  <Cassie> !roll d10
[12-Sep-2011 01:02:54]  <GameServ> 3 == 3
[12-Sep-2011 01:02:55]  <Motoko> !roll d10+4
[12-Sep-2011 01:02:55]  <GameServ> (7) + 4 == 11
[12-Sep-2011 01:02:56]  <Osip_Zhgun[Barcode]> [Loki_Weyland this roll, plus your AB]
[12-Sep-2011 01:03:05]  <Cassie> So 9
[12-Sep-2011 01:03:08]  <Osip_Zhgun[Barcode]> [***ag bonus* —> so I'm at  9 + 4 = 13]
[12-Sep-2011 01:03:08]  <JackMackerel> (I got six. What's the Ability Bonus again?)
[12-Sep-2011 01:03:09]  <Lou> [Gendo: That's not what it says in the DH book.]
[12-Sep-2011 01:03:15]  <Osip_Zhgun[Barcode]> [JackMackerel it's your agility's 10s digit]
[12-Sep-2011 01:03:22]  <Gendo> Oh.
[12-Sep-2011 01:03:24]  <Gendo> Nevermind then.
[12-Sep-2011 01:03:24]  <Osip_Zhgun[Barcode]> [oh yeah, DH uses-]
[12-Sep-2011 01:03:29]  <Gendo> Game'll move faster this way anyway.
[12-Sep-2011 01:03:33]  <Osip_Zhgun[Barcode]> [CTRL Z CTRL Z CTRL Z CTRL Z]
[12-Sep-2011 01:03:38]  <JackMackerel> (Okay, I got nine, then.)
[12-Sep-2011 01:03:45]  <Lou> [So, back to Osip Insanity Hour]
[12-Sep-2011 01:03:47]  <Motoko> 14Okay, skipping new initiative rolls!
[12-Sep-2011 01:03:57]  <Osip_Zhgun[Barcode]> [Also, everyone, keep in mind your Wounds are actually per body part, unlike DH's rules]
[12-Sep-2011 01:03:59]  <Gendo> Well, Osip_Zhgun[Barcode]:  Roll willpower test again to snap out of your hysteria.
[12-Sep-2011 01:04:04]  <Osip_Zhgun[Barcode]> !roll 1d100
[12-Sep-2011 01:04:04]  <GameServ> 27 == 27
[12-Sep-2011 01:04:07]  <Osip_Zhgun[Barcode]> [oh thank god.]
[12-Sep-2011 01:04:18]  <Osip_Zhgun[Barcode]> [***27 = 1 deg freedom below 40]
[12-Sep-2011 01:04:31]  <Gendo> You snap out.  The Angel's AT field is still in effect, so there isn't much you can do.
[12-Sep-2011 01:05:39]  <Gendo> Should I assume you fire at it again?
[12-Sep-2011 01:05:42]  <Osip_Zhgun[Barcode]> [one sec]
[12-Sep-2011 01:05:45]  <Gendo> Okay.
[12-Sep-2011 01:05:51]  <Osip_Zhgun[Barcode]> [I suppose I remember doing all that shooting then]
[12-Sep-2011 01:05:56]  <Gendo> Yeah.
[12-Sep-2011 01:06:02]  <Motoko> 14I can overtime until the battle finishes tonight, I think, as long as this doesn't take another hour. :)
[12-Sep-2011 01:06:16]  <Gendo> Motoko: It should run relatively smoothly for now.
[12-Sep-2011 01:06:23]  <Gendo> Unless someone attempts something uber-crazy.
[12-Sep-2011 01:06:31]  <Osip_Zhgun[Barcode]> [And it's looking at Loki?]
[12-Sep-2011 01:06:34]  <Loki_Weyland> I suplex the angel.
[12-Sep-2011 01:06:37]  <Loki_Weyland> $ Kidding.
[12-Sep-2011 01:06:50]  <Motoko> 14I think I have a decent handle on how AT deployment works now.
[12-Sep-2011 01:06:56]  <Osip_Zhgun[Barcode]> Osip regains his composure just before sideswiping a building. Wiping sweat (and tears) from his face he looks at the Angel again and takes a deep breath. [how long are turns] [Am I far away from it? If so:] "I'm… this is Osip. Trying…to get its attention again." Osip runs full tilt towards the Angel, firing a Single shot at it.
[12-Sep-2011 01:07:08]  <Gendo> Osip_Zhgun[Barcode]: It's not too apparent wher ethe Angel is focused.  The eye that was seen earlier has disappeared under the mass of corpses.
[12-Sep-2011 01:07:23]  *** Madoka is now known as Madoka|Dinner
[12-Sep-2011 01:07:40]  <Osip_Zhgun[Barcode]> [Alright. Well, I mean, I suppose I can keep plinking without that knowledge]
[12-Sep-2011 01:07:41]  <Motoko> Osip, what happened there?
[12-Sep-2011 01:07:49]  <Gendo> Osip_Zhgun[Barcode]: Shot neutralized by AT field.  (I'll explain how I view the turn thing after the game.  But that's fine)
[12-Sep-2011 01:08:04]  <Gendo> Next up!  Cassie!  Make your save to snap out of it!
[12-Sep-2011 01:08:31]  <Osip_Zhgun[Barcode]> "I…that thing…" Osip trails off, only partly due to concentration.
[12-Sep-2011 01:08:59]  <Motoko> 14THERE ARE FIELDS ON THE CHARACTER SHEET FOR KEEPING TRACK OF AMMUNITION AND WOUNDS, EVERYONE
[12-Sep-2011 01:09:12]  <Osip_Zhgun[Barcode]> [I' updating there too!]
[12-Sep-2011 01:09:21]  <Gendo> Cassie: ???
[12-Sep-2011 01:09:38]  <Motoko> 14"EVERYONE" MOSTLY MEANS LOU AND LOKI
[12-Sep-2011 01:09:41]  <Gendo> !roll d100
[12-Sep-2011 01:09:41]  <GameServ> 45 == 45
[12-Sep-2011 01:09:51]  <Cassie> {Here, dogs were barking about some shit]
[12-Sep-2011 01:09:55]  <Gendo> Oh.
[12-Sep-2011 01:09:56]  <Gendo> Okay.
[12-Sep-2011 01:10:13]  <Gendo> I'll let you make your own roll, then.
[12-Sep-2011 01:10:14]  <Cassie> Cassie closes her eyes and tries to make herself move again.
[12-Sep-2011 01:10:24]  <Cassie> !roll d100
[12-Sep-2011 01:10:24]  <GameServ> 13 == 13
[12-Sep-2011 01:10:58]  <Gendo> As the eye disappears under a wave of bodies, you collect yourself enough to function.
[12-Sep-2011 01:11:08]  <Gendo> What're you going to do.
[12-Sep-2011 01:11:32]  <Loki_Weyland> $ BRB.
[12-Sep-2011 01:11:33]  <Cassie> "Initiating AT spread. We have to neutralize that before we can kill the eye."
[12-Sep-2011 01:11:39]  <Gendo> Got it.
[12-Sep-2011 01:11:41]  <Loki_Weyland> $ Don't worry about me.
[12-Sep-2011 01:11:52]  <Gendo> Motoko: Your turn.  You don't need a save.  You're fine.
[12-Sep-2011 01:12:02]  <Loki_Weyland> $ And yeah, I'll Spread when my turn comes around if I can.
[12-Sep-2011 01:12:03]  <Gendo> I imagine you're also initiating a spread.
[12-Sep-2011 01:12:07]  <Loki_Weyland> $ Roll for me if I'
[12-Sep-2011 01:12:10]  <Loki_Weyland> I'm not back.
[12-Sep-2011 01:12:12]  <Gendo> Loki_Weyland: Got it.
[12-Sep-2011 01:12:14]  <Motoko> 14Gendo, so only one fear check then.
[12-Sep-2011 01:12:31]  <Osip_Zhgun[Barcode]> [yeah, fear's just at start I guess. I mean otherwise we'd be incoherent after a single battle]
[12-Sep-2011 01:12:33]  <Lou> [They had to make fear checks because they failed so hard, unlike you.]
[12-Sep-2011 01:12:37]  <Gendo> Motoko: Your rolls were all good.
[12-Sep-2011 01:12:39]  <Gendo> Yeah.
[12-Sep-2011 01:12:54]  <Gendo> They were getting insanity points they failed so hard.
[12-Sep-2011 01:12:57]  <Gendo> You were just startled.
[12-Sep-2011 01:13:00]  <Lou> [I have to make negative two on my roll, or else I'll be sucked into the Outer Realm]
[12-Sep-2011 01:13:08]  * Motoko attempts to spread a Deflective Field 14[as that's my lone AT spread power]
[12-Sep-2011 01:13:16]  <Osip_Zhgun[Barcode]> [^^lol]
[12-Sep-2011 01:13:59]  <Gendo> Motoko: Yupyup.
[12-Sep-2011 01:14:10]  <Gendo> Lou: Make your roll to snap out of it.
[12-Sep-2011 01:14:15]  <Lou> !roll d100
[12-Sep-2011 01:14:15]  <GameServ> 63 == 63
[12-Sep-2011 01:14:42]  <Gendo> Fail again >.>
[12-Sep-2011 01:14:50]  <Lou> unit unit unit unit unit unit unit unit unit unit unit nine
[12-Sep-2011 01:14:59]  <Gendo> You're still running away.
[12-Sep-2011 01:15:00]  <Motoko> 14So, um, what are AT Fields like in the first place? Also, how do I explain managing to deploy an AT Field without knowing what it even is? >_>
[12-Sep-2011 01:15:51]  <Lou> [It's a magic forcefield you don't have to think too much about (because thinking does no good (except you're a tactictian so uh later it will I guess? (dunno)))]
[12-Sep-2011 01:15:51]  <Gendo> Motoko: [When we skipped through that small portion of the training earlier, it would have explained all that.] >.>
[12-Sep-2011 01:15:52]  *** Madoka|Dinner <~chatzilla@S0106002191d86b2c.no.shawcable.net> has quit IRC (Read error: Connection reset by peer)
[12-Sep-2011 01:15:54]  <Osip_Zhgun[Barcode]> [accidental?]
[12-Sep-2011 01:15:59]  <Osip_Zhgun[Barcode]> [oh there we go.]
[12-Sep-2011 01:16:14]  <Lou> abandon
[12-Sep-2011 01:16:16]  <Gendo> [Sorry, but we started late, and yeah, this is taking a while >.>]
[12-Sep-2011 01:16:24]  <Loki_Weyland> $ Back!
[12-Sep-2011 01:16:25]  <Motoko> 14These timeskips are really messing with my roleplaying ability! :p
[12-Sep-2011 01:16:32]  <Gendo> Loki_Weyland: Your turn!
[12-Sep-2011 01:16:40]  <Loki_Weyland> $ Good timing, then?
[12-Sep-2011 01:16:44]  <Gendo> Motoko: Hopefully, the next few sessions won't be as hectic.
[12-Sep-2011 01:16:48]  <Loki_Weyland> $ Yeah.
[12-Sep-2011 01:16:51]  <Gendo> I think I have a feel for how we end up pacing.
[12-Sep-2011 01:16:53]  <Loki_Weyland> $ So, what do I roll?
[12-Sep-2011 01:17:02]  <Osip_Zhgun[Barcode]> [ignore this following roll, it's for RP purposes]
[12-Sep-2011 01:17:04]  *** Madoka|Dinner <~chatzilla@S0106001e58eeaf74.no.shawcable.net> has joined #MadokaMadness
[12-Sep-2011 01:17:06]  <Osip_Zhgun[Barcode]> !roll 1d100
[12-Sep-2011 01:17:06]  <GameServ> 92 == 92
[12-Sep-2011 01:17:14]  <Gendo> Loki_Weyland: I forget what you did last round.  But you can make your actions unhindered by fear or anything.
[12-Sep-2011 01:17:19]  <Loki_Weyland> $ Yeah.
[12-Sep-2011 01:17:25]  <Osip_Zhgun[Barcode]> [92 keeps appearing. is gameserv okay]
[12-Sep-2011 01:17:26]  <Lou> [he just shot ineffectively]
[12-Sep-2011 01:17:32]  <Gendo> (I would suggest spreading your field, and if you have already done that, neutralizing)
[12-Sep-2011 01:17:34]  <Loki_Weyland> I ran from the city, trying to avoid collateral damage.
[12-Sep-2011 01:17:39]  <Gendo> Right.
[12-Sep-2011 01:17:44]  <Lou> [Yes, don't worry about the PRNG, it's fine.]
[12-Sep-2011 01:17:47]  <Loki_Weyland> $ And yeah, I was gonna Spread.
